"","Location","TimeFrame","DataFormat.x","Child","DataFormat.y","Unemployment"
"964","Goliad",2007,"Percent",0.224,"Percent",0.039
"965","Goliad",2008,"Percent",0.216,"Percent",0.038
"966","Goliad",2009,"Percent",0.233,"Percent",0.069
"967","Goliad",2010,"Percent",0.253,"Percent",0.073
"968","Goliad",2011,"Percent",0.247,"Percent",0.061
"969","Gonzales",2001,"Percent",0.284,"Percent",0.031
"970","Gonzales",2002,"Percent",0.28,"Percent",0.05
"971","Gonzales",2003,"Percent",0.28,"Percent",0.049
"972","Gonzales",2004,"Percent",0.262,"Percent",0.047
"973","Gonzales",2005,"Percent",0.299,"Percent",0.041
"974","Gonzales",2006,"Percent",0.278,"Percent",0.042
"975","Gonzales",2007,"Percent",0.287,"Percent",0.039
"976","Gonzales",2008,"Percent",0.284,"Percent",0.04
"977","Gonzales",2009,"Percent",0.316,"Percent",0.055
"978","Gonzales",2010,"Percent",0.317,"Percent",0.062
"979","Gonzales",2011,"Percent",0.371,"Percent",0.057
"980","Gray",2001,"Percent",0.188,"Percent",0.035
"981","Gray",2002,"Percent",0.186,"Percent",0.055
"982","Gray",2003,"Percent",0.204,"Percent",0.052
"983","Gray",2004,"Percent",0.189,"Percent",0.054
"984","Gray",2005,"Percent",0.194,"Percent",0.044
"985","Gray",2006,"Percent",0.19,"Percent",0.04
"986","Gray",2007,"Percent",0.214,"Percent",0.035
"987","Gray",2008,"Percent",0.186,"Percent",0.035
"988","Gray",2009,"Percent",0.205,"Percent",0.082
"989","Gray",2010,"Percent",0.216,"Percent",0.075
"990","Gray",2011,"Percent",0.194,"Percent",0.06
"991","Grayson",2001,"Percent",0.174,"Percent",0.054
"992","Grayson",2002,"Percent",0.176,"Percent",0.07
"993","Grayson",2003,"Percent",0.194,"Percent",0.074
"994","Grayson",2004,"Percent",0.193,"Percent",0.062
"995","Grayson",2005,"Percent",0.186,"Percent",0.052
"996","Grayson",2006,"Percent",0.202,"Percent",0.049
"997","Grayson",2007,"Percent",0.183,"Percent",0.047
"998","Grayson",2008,"Percent",0.188,"Percent",0.053
"999","Grayson",2009,"Percent",0.207,"Percent",0.081
"1000","Grayson",2010,"Percent",0.214,"Percent",0.084
"1001","Grayson",2011,"Percent",0.237,"Percent",0.083
"1002","Gregg",2001,"Percent",0.223,"Percent",0.054
"1003","Gregg",2002,"Percent",0.224,"Percent",0.07
"1004","Gregg",2003,"Percent",0.238,"Percent",0.069
"1005","Gregg",2004,"Percent",0.232,"Percent",0.061
"1006","Gregg",2005,"Percent",0.271,"Percent",0.049
"1007","Gregg",2006,"Percent",0.241,"Percent",0.046
"1008","Gregg",2007,"Percent",0.232,"Percent",0.038
"1009","Gregg",2008,"Percent",0.188,"Percent",0.04
"1010","Gregg",2009,"Percent",0.224,"Percent",0.072
"1011","Gregg",2010,"Percent",0.298,"Percent",0.072
"1012","Gregg",2011,"Percent",0.259,"Percent",0.068
"1013","Grimes",2001,"Percent",0.206,"Percent",0.053
"1014","Grimes",2002,"Percent",0.21,"Percent",0.081
"1015","Grimes",2003,"Percent",0.22,"Percent",0.089
"1016","Grimes",2004,"Percent",0.218,"Percent",0.071
"1017","Grimes",2005,"Percent",0.236,"Percent",0.06
"1018","Grimes",2006,"Percent",0.241,"Percent",0.054
"1019","Grimes",2007,"Percent",0.234,"Percent",0.048
"1020","Grimes",2008,"Percent",0.212,"Percent",0.052
"1021","Grimes",2009,"Percent",0.239,"Percent",0.086
"1022","Grimes",2010,"Percent",0.275,"Percent",0.088
"1023","Grimes",2011,"Percent",0.257,"Percent",0.079
"1024","Guadalupe",2001,"Percent",0.167,"Percent",0.03
"1025","Guadalupe",2002,"Percent",0.164,"Percent",0.044
"1026","Guadalupe",2003,"Percent",0.174,"Percent",0.042
"1027","Guadalupe",2004,"Percent",0.159,"Percent",0.048
"1028","Guadalupe",2005,"Percent",0.153,"Percent",0.044
"1029","Guadalupe",2006,"Percent",0.172,"Percent",0.044
"1030","Guadalupe",2007,"Percent",0.147,"Percent",0.039
"1031","Guadalupe",2008,"Percent",0.148,"Percent",0.044
"1032","Guadalupe",2009,"Percent",0.16,"Percent",0.065
"1033","Guadalupe",2010,"Percent",0.173,"Percent",0.069
"1034","Guadalupe",2011,"Percent",0.162,"Percent",0.067
"1035","Hale",2001,"Percent",0.259,"Percent",0.048
"1036","Hale",2002,"Percent",0.249,"Percent",0.056
"1037","Hale",2003,"Percent",0.274,"Percent",0.064
"1038","Hale",2004,"Percent",0.262,"Percent",0.062
"1039","Hale",2005,"Percent",0.275,"Percent",0.054
"1040","Hale",2006,"Percent",0.269,"Percent",0.053
"1041","Hale",2007,"Percent",0.241,"Percent",0.047
"1042","Hale",2008,"Percent",0.255,"Percent",0.046
"1043","Hale",2009,"Percent",0.268,"Percent",0.062
"1044","Hale",2010,"Percent",0.289,"Percent",0.07
"1045","Hale",2011,"Percent",0.365,"Percent",0.072
"1046","Hall",2001,"Percent",0.392,"Percent",0.042
"1047","Hall",2002,"Percent",0.333,"Percent",0.041
"1048","Hall",2003,"Percent",0.351,"Percent",0.044
"1049","Hall",2004,"Percent",0.333,"Percent",0.066
"1050","Hall",2005,"Percent",0.412,"Percent",0.058
"1051","Hall",2006,"Percent",0.378,"Percent",0.061
"1052","Hall",2007,"Percent",0.429,"Percent",0.055
"1053","Hall",2008,"Percent",0.407,"Percent",0.056
"1054","Hall",2009,"Percent",0.381,"Percent",0.085
"1055","Hall",2010,"Percent",0.403,"Percent",0.092
"1056","Hall",2011,"Percent",0.405,"Percent",0.089
"1057","Hamilton",2001,"Percent",0.255,"Percent",0.024
"1058","Hamilton",2002,"Percent",0.235,"Percent",0.028
"1059","Hamilton",2003,"Percent",0.241,"Percent",0.034
"1060","Hamilton",2004,"Percent",0.236,"Percent",0.044
"1061","Hamilton",2005,"Percent",0.258,"Percent",0.046
"1062","Hamilton",2006,"Percent",0.271,"Percent",0.042
"1063","Hamilton",2007,"Percent",0.232,"Percent",0.037
"1064","Hamilton",2008,"Percent",0.234,"Percent",0.036
"1065","Hamilton",2009,"Percent",0.26,"Percent",0.057
"1066","Hamilton",2010,"Percent",0.273,"Percent",0.061
"1067","Hamilton",2011,"Percent",0.285,"Percent",0.059
"1068","Hansford",2001,"Percent",0.201,"Percent",0.022
"1069","Hansford",2002,"Percent",0.169,"Percent",0.024
"1070","Hansford",2003,"Percent",0.194,"Percent",0.031
"1071","Hansford",2004,"Percent",0.188,"Percent",0.039
"1072","Hansford",2005,"Percent",0.214,"Percent",0.038
"1073","Hansford",2006,"Percent",0.204,"Percent",0.038
"1074","Hansford",2007,"Percent",0.184,"Percent",0.031
"1075","Hansford",2008,"Percent",0.176,"Percent",0.032
"1076","Hansford",2009,"Percent",0.167,"Percent",0.052
"1077","Hansford",2010,"Percent",0.204,"Percent",0.048
"1078","Hansford",2011,"Percent",0.203,"Percent",0.045
"1079","Hardeman",2001,"Percent",0.252,"Percent",0.035
"1080","Hardeman",2002,"Percent",0.209,"Percent",0.061
"1081","Hardeman",2003,"Percent",0.246,"Percent",0.077
"1082","Hardeman",2004,"Percent",0.256,"Percent",0.055
"1083","Hardeman",2005,"Percent",0.29,"Percent",0.047
"1084","Hardeman",2006,"Percent",0.289,"Percent",0.041
"1085","Hardeman",2007,"Percent",0.279,"Percent",0.037
"1086","Hardeman",2008,"Percent",0.276,"Percent",0.036
"1087","Hardeman",2009,"Percent",0.299,"Percent",0.075
"1088","Hardeman",2010,"Percent",0.352,"Percent",0.069
"1089","Hardeman",2011,"Percent",0.318,"Percent",0.059
"1090","Hardin",2001,"Percent",0.155,"Percent",0.068
"1091","Hardin",2002,"Percent",0.158,"Percent",0.08
"1092","Hardin",2003,"Percent",0.174,"Percent",0.087
"1093","Hardin",2004,"Percent",0.175,"Percent",0.075
"1094","Hardin",2005,"Percent",0.165,"Percent",0.065
"1095","Hardin",2006,"Percent",0.189,"Percent",0.054
"1096","Hardin",2007,"Percent",0.163,"Percent",0.047
"1097","Hardin",2008,"Percent",0.186,"Percent",0.055
"1098","Hardin",2009,"Percent",0.155,"Percent",0.088
"1099","Hardin",2010,"Percent",0.176,"Percent",0.093
"1100","Hardin",2011,"Percent",0.19,"Percent",0.094
"1101","Harris",2001,"Percent",0.2,"Percent",0.045
"1102","Harris",2002,"Percent",0.199,"Percent",0.061
"1103","Harris",2003,"Percent",0.218,"Percent",0.07
"1104","Harris",2004,"Percent",0.229,"Percent",0.064
"1105","Harris",2005,"Percent",0.26,"Percent",0.057
"1106","Harris",2006,"Percent",0.231,"Percent",0.05
"1107","Harris",2007,"Percent",0.233,"Percent",0.043
"1108","Harris",2008,"Percent",0.226,"Percent",0.048
"1109","Harris",2009,"Percent",0.249,"Percent",0.076
"1110","Harris",2010,"Percent",0.271,"Percent",0.085
"1111","Harris",2011,"Percent",0.291,"Percent",0.082
"1112","Harrison",2001,"Percent",0.222,"Percent",0.056
"1113","Harrison",2002,"Percent",0.215,"Percent",0.065
"1114","Harrison",2003,"Percent",0.232,"Percent",0.065
"1115","Harrison",2004,"Percent",0.225,"Percent",0.058
"1116","Harrison",2005,"Percent",0.244,"Percent",0.055
"1117","Harrison",2006,"Percent",0.258,"Percent",0.052
"1118","Harrison",2007,"Percent",0.237,"Percent",0.045
"1119","Harrison",2008,"Percent",0.221,"Percent",0.047
"1120","Harrison",2009,"Percent",0.234,"Percent",0.082
"1121","Harrison",2010,"Percent",0.256,"Percent",0.088
"1122","Harrison",2011,"Percent",0.252,"Percent",0.078
"1123","Hartley",2001,"Percent",0.106,"Percent",0.012
"1124","Hartley",2002,"Percent",0.083,"Percent",0.011
"1125","Hartley",2003,"Percent",0.097,"Percent",0.013
"1126","Hartley",2004,"Percent",0.09,"Percent",0.041
"1127","Hartley",2005,"Percent",0.101,"Percent",0.042
"1128","Hartley",2006,"Percent",0.106,"Percent",0.042
"1129","Hartley",2007,"Percent",0.116,"Percent",0.034
"1130","Hartley",2008,"Percent",0.11,"Percent",0.033
"1131","Hartley",2009,"Percent",0.129,"Percent",0.042
"1132","Hartley",2010,"Percent",0.127,"Percent",0.048
"1133","Hartley",2011,"Percent",0.124,"Percent",0.051
"1134","Haskell",2001,"Percent",0.323,"Percent",0.029
"1135","Haskell",2002,"Percent",0.278,"Percent",0.04
"1136","Haskell",2003,"Percent",0.3,"Percent",0.048
"1137","Haskell",2004,"Percent",0.315,"Percent",0.046
"1138","Haskell",2005,"Percent",0.365,"Percent",0.039
"1139","Haskell",2006,"Percent",0.392,"Percent",0.04
"1140","Haskell",2007,"Percent",0.321,"Percent",0.036
"1141","Haskell",2008,"Percent",0.339,"Percent",0.033
"1142","Haskell",2009,"Percent",0.367,"Percent",0.052
"1143","Haskell",2010,"Percent",0.394,"Percent",0.05
"1144","Haskell",2011,"Percent",0.367,"Percent",0.052
"1145","Hays",2001,"Percent",0.131,"Percent",0.033
"1146","Hays",2002,"Percent",0.125,"Percent",0.052
"1147","Hays",2003,"Percent",0.138,"Percent",0.056
"1148","Hays",2004,"Percent",0.141,"Percent",0.049
"1149","Hays",2005,"Percent",0.129,"Percent",0.04
"1150","Hays",2006,"Percent",0.131,"Percent",0.042
"1151","Hays",2007,"Percent",0.131,"Percent",0.037
"1152","Hays",2008,"Percent",0.135,"Percent",0.043
"1153","Hays",2009,"Percent",0.176,"Percent",0.066
"1154","Hays",2010,"Percent",0.144,"Percent",0.071
"1155","Hays",2011,"Percent",0.175,"Percent",0.067
"1156","Hemphill",2001,"Percent",0.115,"Percent",0.017
"1157","Hemphill",2002,"Percent",0.106,"Percent",0.019
"1158","Hemphill",2003,"Percent",0.117,"Percent",0.013
"1159","Hemphill",2004,"Percent",0.095,"Percent",0.033
"1160","Hemphill",2005,"Percent",0.114,"Percent",0.028
"1161","Hemphill",2006,"Percent",0.113,"Percent",0.028
"1162","Hemphill",2007,"Percent",0.124,"Percent",0.022
"1163","Hemphill",2008,"Percent",0.139,"Percent",0.02
"1164","Hemphill",2009,"Percent",0.103,"Percent",0.035
"1165","Hemphill",2010,"Percent",0.133,"Percent",0.032
"1166","Hemphill",2011,"Percent",0.123,"Percent",0.027
"1167","Henderson",2001,"Percent",0.249,"Percent",0.038
"1168","Henderson",2002,"Percent",0.239,"Percent",0.055
"1169","Henderson",2003,"Percent",0.254,"Percent",0.063
"1170","Henderson",2004,"Percent",0.25,"Percent",0.06
"1171","Henderson",2005,"Percent",0.281,"Percent",0.054
"1172","Henderson",2006,"Percent",0.269,"Percent",0.053
"1173","Henderson",2007,"Percent",0.252,"Percent",0.046
"1174","Henderson",2008,"Percent",0.237,"Percent",0.054
"1175","Henderson",2009,"Percent",0.284,"Percent",0.082
"1176","Henderson",2010,"Percent",0.307,"Percent",0.086
"1177","Henderson",2011,"Percent",0.267,"Percent",0.084
"1178","Hidalgo",2001,"Percent",0.425,"Percent",0.131
"1179","Hidalgo",2002,"Percent",0.431,"Percent",0.135
"1180","Hidalgo",2003,"Percent",0.421,"Percent",0.136
"1181","Hidalgo",2004,"Percent",0.412,"Percent",0.091
"1182","Hidalgo",2005,"Percent",0.513,"Percent",0.077
"1183","Hidalgo",2006,"Percent",0.473,"Percent",0.074
"1184","Hidalgo",2007,"Percent",0.439,"Percent",0.066
"1185","Hidalgo",2008,"Percent",0.451,"Percent",0.073
"1186","Hidalgo",2009,"Percent",0.467,"Percent",0.106
"1187","Hidalgo",2010,"Percent",0.448,"Percent",0.118
"1188","Hidalgo",2011,"Percent",0.479,"Percent",0.12
"1189","Hill",2001,"Percent",0.244,"Percent",0.051
"1190","Hill",2002,"Percent",0.243,"Percent",0.057
"1191","Hill",2003,"Percent",0.243,"Percent",0.069
"1192","Hill",2004,"Percent",0.238,"Percent",0.064
"1193","Hill",2005,"Percent",0.271,"Percent",0.059
"1194","Hill",2006,"Percent",0.257,"Percent",0.056
"1195","Hill",2007,"Percent",0.24,"Percent",0.048
"1196","Hill",2008,"Percent",0.233,"Percent",0.051
"1197","Hill",2009,"Percent",0.229,"Percent",0.079
"1198","Hill",2010,"Percent",0.271,"Percent",0.083
"1199","Hill",2011,"Percent",0.284,"Percent",0.083
"1200","Hockley",2001,"Percent",0.231,"Percent",0.034
"1201","Hockley",2002,"Percent",0.231,"Percent",0.045
"1202","Hockley",2003,"Percent",0.247,"Percent",0.045
"1203","Hockley",2004,"Percent",0.241,"Percent",0.047
"1204","Hockley",2005,"Percent",0.253,"Percent",0.046
"1205","Hockley",2006,"Percent",0.252,"Percent",0.043
"1206","Hockley",2007,"Percent",0.232,"Percent",0.037
"1207","Hockley",2008,"Percent",0.247,"Percent",0.038
"1208","Hockley",2009,"Percent",0.219,"Percent",0.069
"1209","Hockley",2010,"Percent",0.261,"Percent",0.063
"1210","Hockley",2011,"Percent",0.256,"Percent",0.057
"1211","Hood",2001,"Percent",0.163,"Percent",0.042
"1212","Hood",2002,"Percent",0.162,"Percent",0.059
"1213","Hood",2003,"Percent",0.185,"Percent",0.067
"1214","Hood",2004,"Percent",0.177,"Percent",0.055
"1215","Hood",2005,"Percent",0.215,"Percent",0.048
"1216","Hood",2006,"Percent",0.181,"Percent",0.05
"1217","Hood",2007,"Percent",0.172,"Percent",0.042
"1218","Hood",2008,"Percent",0.165,"Percent",0.042
"1219","Hood",2009,"Percent",0.192,"Percent",0.071
"1220","Hood",2010,"Percent",0.198,"Percent",0.075
"1221","Hood",2011,"Percent",0.201,"Percent",0.072
"1222","Hopkins",2001,"Percent",0.233,"Percent",0.042
"1223","Hopkins",2002,"Percent",0.211,"Percent",0.05
"1224","Hopkins",2003,"Percent",0.213,"Percent",0.057
"1225","Hopkins",2004,"Percent",0.21,"Percent",0.053
"1226","Hopkins",2005,"Percent",0.265,"Percent",0.045
"1227","Hopkins",2006,"Percent",0.242,"Percent",0.042
"1228","Hopkins",2007,"Percent",0.22,"Percent",0.039
"1229","Hopkins",2008,"Percent",0.25,"Percent",0.042
"1230","Hopkins",2009,"Percent",0.27,"Percent",0.061
"1231","Hopkins",2010,"Percent",0.284,"Percent",0.068
"1232","Hopkins",2011,"Percent",0.319,"Percent",0.069
"1233","Houston",2001,"Percent",0.3,"Percent",0.037
"1234","Houston",2002,"Percent",0.295,"Percent",0.046
"1235","Houston",2003,"Percent",0.307,"Percent",0.053
"1236","Houston",2004,"Percent",0.3,"Percent",0.068
"1237","Houston",2005,"Percent",0.372,"Percent",0.063
"1238","Houston",2006,"Percent",0.4,"Percent",0.062
"1239","Houston",2007,"Percent",0.329,"Percent",0.061
"1240","Houston",2008,"Percent",0.322,"Percent",0.066
"1241","Houston",2009,"Percent",0.326,"Percent",0.094
"1242","Houston",2010,"Percent",0.327,"Percent",0.098
"1243","Houston",2011,"Percent",0.342,"Percent",0.104
"1244","Howard",2001,"Percent",0.276,"Percent",0.039
"1245","Howard",2002,"Percent",0.259,"Percent",0.053
"1246","Howard",2003,"Percent",0.267,"Percent",0.049
"1247","Howard",2004,"Percent",0.259,"Percent",0.06
"1248","Howard",2005,"Percent",0.306,"Percent",0.056
"1249","Howard",2006,"Percent",0.28,"Percent",0.05
"1250","Howard",2007,"Percent",0.32,"Percent",0.042
"1251","Howard",2008,"Percent",0.275,"Percent",0.046
"1252","Howard",2009,"Percent",0.261,"Percent",0.074
"1253","Howard",2010,"Percent",0.306,"Percent",0.072
"1254","Howard",2011,"Percent",0.323,"Percent",0.072
"1255","Hudspeth",2001,"Percent",0.463,"Percent",0.043
"1256","Hudspeth",2002,"Percent",0.413,"Percent",0.07
"1257","Hudspeth",2003,"Percent",0.404,"Percent",0.076
"1258","Hudspeth",2004,"Percent",0.381,"Percent",0.07
"1259","Hudspeth",2005,"Percent",0.467,"Percent",0.072
"1260","Hudspeth",2006,"Percent",0.439,"Percent",0.074
"1261","Hudspeth",2007,"Percent",0.452,"Percent",0.049
"1262","Hudspeth",2008,"Percent",0.482,"Percent",0.041
"1263","Hudspeth",2009,"Percent",0.445,"Percent",0.056
"1264","Hudspeth",2010,"Percent",0.417,"Percent",0.058
"1265","Hudspeth",2011,"Percent",0.466,"Percent",0.061
"1266","Hunt",2001,"Percent",0.198,"Percent",0.049
"1267","Hunt",2002,"Percent",0.208,"Percent",0.063
"1268","Hunt",2003,"Percent",0.223,"Percent",0.071
"1269","Hunt",2004,"Percent",0.217,"Percent",0.061
"1270","Hunt",2005,"Percent",0.229,"Percent",0.054
"1271","Hunt",2006,"Percent",0.23,"Percent",0.051
"1272","Hunt",2007,"Percent",0.255,"Percent",0.046
"1273","Hunt",2008,"Percent",0.204,"Percent",0.053
"1274","Hunt",2009,"Percent",0.266,"Percent",0.082
"1275","Hunt",2010,"Percent",0.28,"Percent",0.088
"1276","Hunt",2011,"Percent",0.244,"Percent",0.084
"1277","Hutchinson",2001,"Percent",0.154,"Percent",0.042
"1278","Hutchinson",2002,"Percent",0.165,"Percent",0.08
"1279","Hutchinson",2003,"Percent",0.179,"Percent",0.074
"1280","Hutchinson",2004,"Percent",0.177,"Percent",0.065
"1281","Hutchinson",2005,"Percent",0.178,"Percent",0.055
"1282","Hutchinson",2006,"Percent",0.183,"Percent",0.046
"1283","Hutchinson",2007,"Percent",0.182,"Percent",0.04
"1284","Hutchinson",2008,"Percent",0.168,"Percent",0.042
"1285","Hutchinson",2009,"Percent",0.176,"Percent",0.069
"1286","Hutchinson",2010,"Percent",0.199,"Percent",0.073
"1287","Hutchinson",2011,"Percent",0.201,"Percent",0.068
"1288","Irion",2001,"Percent",0.173,"Percent",0.023
"1289","Irion",2002,"Percent",0.138,"Percent",0.025
"1290","Irion",2003,"Percent",0.166,"Percent",0.039
"1291","Irion",2004,"Percent",0.124,"Percent",0.043
"1292","Irion",2005,"Percent",0.142,"Percent",0.035
"1293","Irion",2006,"Percent",0.15,"Percent",0.036
"1294","Irion",2007,"Percent",0.126,"Percent",0.03
"1295","Irion",2008,"Percent",0.143,"Percent",0.035
"1296","Irion",2009,"Percent",0.166,"Percent",0.053
"1297","Irion",2010,"Percent",0.145,"Percent",0.048
"1298","Irion",2011,"Percent",0.172,"Percent",0.055
"1299","Jack",2001,"Percent",0.195,"Percent",0.032
"1300","Jack",2002,"Percent",0.178,"Percent",0.03
"1301","Jack",2003,"Percent",0.185,"Percent",0.032
"1302","Jack",2004,"Percent",0.15,"Percent",0.049
"1303","Jack",2005,"Percent",0.177,"Percent",0.045
"1304","Jack",2006,"Percent",0.175,"Percent",0.043
"1305","Jack",2007,"Percent",0.16,"Percent",0.034
"1306","Jack",2008,"Percent",0.187,"Percent",0.033
"1307","Jack",2009,"Percent",0.189,"Percent",0.063
"1308","Jack",2010,"Percent",0.204,"Percent",0.061
"1309","Jack",2011,"Percent",0.201,"Percent",0.054
"1310","Jackson",2001,"Percent",0.197,"Percent",0.033
"1311","Jackson",2002,"Percent",0.202,"Percent",0.045
"1312","Jackson",2003,"Percent",0.197,"Percent",0.041
"1313","Jackson",2004,"Percent",0.206,"Percent",0.059
"1314","Jackson",2005,"Percent",0.231,"Percent",0.05
"1315","Jackson",2006,"Percent",0.218,"Percent",0.047
"1316","Jackson",2007,"Percent",0.214,"Percent",0.039
"1317","Jackson",2008,"Percent",0.199,"Percent",0.041
"1318","Jackson",2009,"Percent",0.211,"Percent",0.075
"1319","Jackson",2010,"Percent",0.253,"Percent",0.073
"1320","Jackson",2011,"Percent",0.23,"Percent",0.066
"1321","Jasper",2001,"Percent",0.243,"Percent",0.114
"1322","Jasper",2002,"Percent",0.242,"Percent",0.113
"1323","Jasper",2003,"Percent",0.268,"Percent",0.121
"1324","Jasper",2004,"Percent",0.263,"Percent",0.091
"1325","Jasper",2005,"Percent",0.286,"Percent",0.081
"1326","Jasper",2006,"Percent",0.295,"Percent",0.064
"1327","Jasper",2007,"Percent",0.294,"Percent",0.057
"1328","Jasper",2008,"Percent",0.294,"Percent",0.065
"1329","Jasper",2009,"Percent",0.264,"Percent",0.102
"1330","Jasper",2010,"Percent",0.292,"Percent",0.115
"1331","Jasper",2011,"Percent",0.284,"Percent",0.117
"1332","Jeff Davis",2001,"Percent",0.266,"Percent",0.018
"1333","Jeff Davis",2002,"Percent",0.249,"Percent",0.024
"1334","Jeff Davis",2003,"Percent",0.253,"Percent",0.016
"1335","Jeff Davis",2004,"Percent",0.181,"Percent",0.036
"1336","Jeff Davis",2005,"Percent",0.222,"Percent",0.039
"1337","Jeff Davis",2006,"Percent",0.224,"Percent",0.041
"1338","Jeff Davis",2007,"Percent",0.215,"Percent",0.035
"1339","Jeff Davis",2008,"Percent",0.217,"Percent",0.037
"1340","Jeff Davis",2009,"Percent",0.231,"Percent",0.051
"1341","Jeff Davis",2010,"Percent",0.185,"Percent",0.053
"1342","Jeff Davis",2011,"Percent",0.282,"Percent",0.057
"1343","Jefferson",2001,"Percent",0.242,"Percent",0.079
"1344","Jefferson",2002,"Percent",0.246,"Percent",0.079
"1345","Jefferson",2003,"Percent",0.255,"Percent",0.09
"1346","Jefferson",2004,"Percent",0.265,"Percent",0.084
"1347","Jefferson",2005,"Percent",0.293,"Percent",0.079
"1348","Jefferson",2006,"Percent",0.303,"Percent",0.062
"1349","Jefferson",2007,"Percent",0.245,"Percent",0.055
"1350","Jefferson",2008,"Percent",0.273,"Percent",0.068
"1351","Jefferson",2009,"Percent",0.265,"Percent",0.097
"1352","Jefferson",2010,"Percent",0.335,"Percent",0.109
"1353","Jefferson",2011,"Percent",0.287,"Percent",0.113
"1354","Jim Hogg",2001,"Percent",0.316,"Percent",0.045
"1355","Jim Hogg",2002,"Percent",0.303,"Percent",0.07
"1356","Jim Hogg",2003,"Percent",0.315,"Percent",0.066
"1357","Jim Hogg",2004,"Percent",0.299,"Percent",0.051
"1358","Jim Hogg",2005,"Percent",0.349,"Percent",0.05
"1359","Jim Hogg",2006,"Percent",0.331,"Percent",0.044
"1360","Jim Hogg",2007,"Percent",0.322,"Percent",0.038
"1361","Jim Hogg",2008,"Percent",0.322,"Percent",0.039
"1362","Jim Hogg",2009,"Percent",0.335,"Percent",0.078
"1363","Jim Hogg",2010,"Percent",0.368,"Percent",0.079
"1364","Jim Hogg",2011,"Percent",0.358,"Percent",0.065
"1365","Jim Wells",2001,"Percent",0.298,"Percent",0.057
"1366","Jim Wells",2002,"Percent",0.302,"Percent",0.079
"1367","Jim Wells",2003,"Percent",0.309,"Percent",0.077
"1368","Jim Wells",2004,"Percent",0.302,"Percent",0.066
"1369","Jim Wells",2005,"Percent",0.34,"Percent",0.055
"1370","Jim Wells",2006,"Percent",0.307,"Percent",0.048
"1371","Jim Wells",2007,"Percent",0.307,"Percent",0.04
"1372","Jim Wells",2008,"Percent",0.315,"Percent",0.043
"1373","Jim Wells",2009,"Percent",0.331,"Percent",0.089
"1374","Jim Wells",2010,"Percent",0.325,"Percent",0.086
"1375","Jim Wells",2011,"Percent",0.381,"Percent",0.067
"1376","Johnson",2001,"Percent",0.143,"Percent",0.041
"1377","Johnson",2002,"Percent",0.151,"Percent",0.062
"1378","Johnson",2003,"Percent",0.16,"Percent",0.067
"1379","Johnson",2004,"Percent",0.157,"Percent",0.059
"1380","Johnson",2005,"Percent",0.178,"Percent",0.047
"1381","Johnson",2006,"Percent",0.151,"Percent",0.046
"1382","Johnson",2007,"Percent",0.164,"Percent",0.041
"1383","Johnson",2008,"Percent",0.138,"Percent",0.047
"1384","Johnson",2009,"Percent",0.162,"Percent",0.082
"1385","Johnson",2010,"Percent",0.182,"Percent",0.083
"1386","Johnson",2011,"Percent",0.201,"Percent",0.076
"1387","Jones",2001,"Percent",0.263,"Percent",0.028
"1388","Jones",2002,"Percent",0.256,"Percent",0.035
"1389","Jones",2003,"Percent",0.271,"Percent",0.034
"1390","Jones",2004,"Percent",0.26,"Percent",0.061
"1391","Jones",2005,"Percent",0.296,"Percent",0.054
"1392","Jones",2006,"Percent",0.299,"Percent",0.055
"1393","Jones",2007,"Percent",0.288,"Percent",0.048
"1394","Jones",2008,"Percent",0.286,"Percent",0.05
"1395","Jones",2009,"Percent",0.291,"Percent",0.078
"1396","Jones",2010,"Percent",0.299,"Percent",0.08
"1397","Jones",2011,"Percent",0.305,"Percent",0.075
"1398","Karnes",2001,"Percent",0.281,"Percent",0.038
"1399","Karnes",2002,"Percent",0.279,"Percent",0.051
"1400","Karnes",2003,"Percent",0.288,"Percent",0.053
"1401","Karnes",2004,"Percent",0.29,"Percent",0.069
"1402","Karnes",2005,"Percent",0.34,"Percent",0.064
"1403","Karnes",2006,"Percent",0.317,"Percent",0.062
"1404","Karnes",2007,"Percent",0.322,"Percent",0.058
"1405","Karnes",2008,"Percent",0.299,"Percent",0.061
"1406","Karnes",2009,"Percent",0.301,"Percent",0.092
"1407","Karnes",2010,"Percent",0.333,"Percent",0.094
"1408","Karnes",2011,"Percent",0.321,"Percent",0.084
"1409","Kaufman",2001,"Percent",0.156,"Percent",0.056
"1410","Kaufman",2002,"Percent",0.155,"Percent",0.087
"1411","Kaufman",2003,"Percent",0.166,"Percent",0.096
"1412","Kaufman",2004,"Percent",0.162,"Percent",0.066
"1413","Kaufman",2005,"Percent",0.155,"Percent",0.052
"1414","Kaufman",2006,"Percent",0.171,"Percent",0.05
"1415","Kaufman",2007,"Percent",0.158,"Percent",0.047
"1416","Kaufman",2008,"Percent",0.144,"Percent",0.054
"1417","Kaufman",2009,"Percent",0.17,"Percent",0.083
"1418","Kaufman",2010,"Percent",0.173,"Percent",0.09
"1419","Kaufman",2011,"Percent",0.175,"Percent",0.083
"1420","Kendall",2001,"Percent",0.131,"Percent",0.023
"1421","Kendall",2002,"Percent",0.114,"Percent",0.03
"1422","Kendall",2003,"Percent",0.124,"Percent",0.03
"1423","Kendall",2004,"Percent",0.128,"Percent",0.045
"1424","Kendall",2005,"Percent",0.128,"Percent",0.038
"1425","Kendall",2006,"Percent",0.126,"Percent",0.039
